(28.5, 0.0)
(28.5, 0.03490658503988659)
(28.5, 0.06981317007977318)
(28.5, 0.10471975511965977)
(28.5, 0.13962634015954636)
(28.5, 0.17453292519943295)
(28.5, 0.20943951023931953)
(28.5, 0.24434609527920614)
(28.5, 0.2792526803190927)
(28.5, 0.3141592653589793)
(28.5, 0.3490658503988659)
(28.5, 0.3839724354387525)
(28.5, 0.41887902047863906)
(29.5, 0.4537856055185257)
(29.5, 0.4886921905584123)
(29.5, 0.5235987755982988)
(29.5, 0.5585053606381855)
(29.5, 0.5934119456780721)
(29.5, 0.6283185307179586)
(30.5, 0.6632251157578452)
(30.5, 0.6981317007977318)
(30.5, 0.7330382858376184)
(30.5, 0.767944870877505)
(30.5, 0.8028514559173915)
(30.5, 0.8377580409572781)
(32.5, 0.8726646259971648)
(32.5, 0.9075712110370514)
(32.5, 0.9424777960769379)
(32.5, 0.9773843811168246)
(33.5, 1.0122909661567112)
(57.5, 1.0471975511965976)
(57.5, 1.0821041362364843)
(57.5, 1.117010721276371)
(35.5, 1.1519173063162575)
(56.5, 1.1868238913561442)
(56.5, 1.2217304763960306)
(56.5, 1.2566370614359172)
(56.5, 1.2915436464758039)
(55.5, 1.3264502315156903)
(55.5, 1.361356816555577)
(55.5, 1.3962634015954636)
(55.5, 1.43116998663535)
(55.5, 1.4660765716752369)
(55.5, 1.5009831567151233)
(55.5, 1.53588974175501)
(55.5, 1.5707963267948966)
(55.5, 1.605702911834783)
(55.5, 1.6406094968746698)
(55.5, 1.6755160819145563)
(55.5, 1.710422666954443)
(55.5, 1.7453292519943295)
(55.5, 1.780235837034216)
(55.5, 1.8151424220741028)
(55.5, 1.8500490071139892)
(55.5, 1.8849555921538759)
(41.5, 1.9198621771937625)
(55.5, 1.9547687622336491)
(55.5, 1.9896753472735356)
(55.5, 2.0245819323134224)
(56.5, 2.0594885173533086)
(56.5, 2.0943951023931953)
(56.5, 2.129301687433082)
(56.5, 2.1642082724729685)
(56.5, 2.199114857512855)
(57.5, 2.234021442552742)
(57.5, 2.2689280275926285)
(57.5, 2.303834612632515)
(58.5, 2.3387411976724013)
(59.5, 2.3736477827122884)
(59.5, 2.4085543677521746)
(204.5, 2.443460952792061)
(204.5, 2.478367537831948)
(205.5, 2.5132741228718345)
(205.5, 2.548180707911721)
(206.5, 2.5830872929516078)
(206.5, 2.6179938779914944)
(257.5, 2.6529004630313806)
(257.5, 2.6878070480712677)
(257.5, 2.722713633111154)
(257.5, 2.7576202181510405)
(257.5, 2.792526803190927)
(257.5, 2.827433388230814)
(257.5, 2.8623399732707)
(257.5, 2.897246558310587)
(185.5, 2.9321531433504737)
(184.5, 2.9670597283903604)
(185.5, 3.0019663134302466)
(184.5, 3.036872898470133)
(184.5, 3.07177948351002)
(183.5, 3.106686068549907)
(257.5, 3.141592653589793)
(257.5, 3.1764992386296798)
(257.5, 3.211405823669566)
(257.5, 3.2463124087094526)
(185.5, 3.2812189937493397)
(183.5, 3.3161255787892263)
(183.5, 3.3510321638291125)
(184.5, 3.385938748868999)
(184.5, 3.420845333908886)
(185.5, 3.455751918948773)
(186.5, 3.490658503988659)
(185.5, 3.5255650890285457)
(257.5, 3.560471674068432)
(36.5, 3.5953782591083185)
(35.5, 3.6302848441482056)
(35.5, 3.6651914291880923)
(35.5, 3.7000980142279785)
(35.5, 3.735004599267865)
(33.5, 3.7699111843077517)
(33.5, 3.804817769347638)
(33.5, 3.839724354387525)
(33.5, 3.8746309394274117)
(33.5, 3.9095375244672983)
(32.5, 3.9444441095071845)
(31.5, 3.979350694547071)
(31.5, 4.014257279586958)
(31.5, 4.049163864626845)
(31.5, 4.084070449666731)
(31.5, 4.118977034706617)
(31.5, 4.153883619746504)
(30.5, 4.1887902047863905)
(30.5, 4.223696789826278)
(30.5, 4.258603374866164)
(30.5, 4.293509959906051)
(30.5, 4.328416544945937)
(30.5, 4.363323129985823)
(30.5, 4.39822971502571)
(30.5, 4.4331363000655974)
(30.5, 4.468042885105484)
(30.5, 4.50294947014537)
(30.5, 4.537856055185257)
(30.5, 4.572762640225144)
(30.5, 4.60766922526503)
(30.5, 4.642575810304916)
(30.5, 4.677482395344803)
(30.5, 4.71238898038469)
(30.5, 4.747295565424577)
(30.5, 4.782202150464463)
(30.5, 4.817108735504349)
(30.5, 4.852015320544236)
(30.5, 4.886921905584122)
(30.5, 4.921828490624009)
(30.5, 4.956735075663896)
(30.5, 4.991641660703783)
(30.5, 5.026548245743669)
(30.5, 5.061454830783555)
(30.5, 5.096361415823442)
(30.5, 5.131268000863329)
(30.5, 5.1661745859032155)
(30.5, 5.201081170943102)
(31.5, 5.235987755982989)
(31.5, 5.270894341022875)
(31.5, 5.305800926062761)
(32.5, 5.340707511102648)
(32.5, 5.375614096142535)
(30.5, 5.410520681182422)
(36.5, 5.445427266222308)
(33.5, 5.480333851262194)
(31.5, 5.515240436302081)
(31.5, 5.550147021341968)
(31.5, 5.585053606381854)
(30.5, 5.6199601914217405)
(30.5, 5.654866776461628)
(30.5, 5.689773361501514)
(30.5, 5.7246799465414)
(29.5, 5.759586531581287)
(29.5, 5.794493116621174)
(29.5, 5.829399701661061)
(29.5, 5.8643062867009474)
(29.5, 5.899212871740834)
(29.5, 5.934119456780721)
(29.5, 5.969026041820607)
(28.5, 6.003932626860493)
(28.5, 6.03883921190038)
(28.5, 6.073745796940266)
(28.5, 6.108652381980153)
(28.5, 6.14355896702004)
(28.5, 6.178465552059927)
(28.5, 6.213372137099814)
(28.5, 6.2482787221397)
