(31.5, 0.0)
(30.5, 0.03490658503988659)
(29.5, 0.06981317007977318)
(30.5, 0.10471975511965977)
(31.5, 0.13962634015954636)
(30.5, 0.17453292519943295)
(30.5, 0.20943951023931953)
(31.5, 0.24434609527920614)
(31.5, 0.2792526803190927)
(31.5, 0.3141592653589793)
(31.5, 0.3490658503988659)
(31.5, 0.3839724354387525)
(31.5, 0.41887902047863906)
(31.5, 0.4537856055185257)
(32.5, 0.4886921905584123)
(32.5, 0.5235987755982988)
(32.5, 0.5585053606381855)
(33.5, 0.5934119456780721)
(33.5, 0.6283185307179586)
(34.5, 0.6632251157578452)
(34.5, 0.6981317007977318)
(34.5, 0.7330382858376184)
(35.5, 0.767944870877505)
(36.5, 0.8028514559173915)
(46.5, 0.8377580409572781)
(45.5, 0.8726646259971648)
(45.5, 0.9075712110370514)
(45.5, 0.9424777960769379)
(44.5, 0.9773843811168246)
(44.5, 1.0122909661567112)
(44.5, 1.0471975511965976)
(43.5, 1.0821041362364843)
(43.5, 1.117010721276371)
(43.5, 1.1519173063162575)
(43.5, 1.1868238913561442)
(42.5, 1.2217304763960306)
(42.5, 1.2566370614359172)
(42.5, 1.2915436464758039)
(42.5, 1.3264502315156903)
(42.5, 1.361356816555577)
(42.5, 1.3962634015954636)
(41.5, 1.43116998663535)
(41.5, 1.4660765716752369)
(42.5, 1.5009831567151233)
(41.5, 1.53588974175501)
(41.5, 1.5707963267948966)
(42.5, 1.605702911834783)
(41.5, 1.6406094968746698)
(41.5, 1.6755160819145563)
(41.5, 1.710422666954443)
(41.5, 1.7453292519943295)
(42.5, 1.780235837034216)
(42.5, 1.8151424220741028)
(42.5, 1.8500490071139892)
(42.5, 1.8849555921538759)
(42.5, 1.9198621771937625)
(42.5, 1.9547687622336491)
(42.5, 1.9896753472735356)
(42.5, 2.0245819323134224)
(42.5, 2.0594885173533086)
(43.5, 2.0943951023931953)
(43.5, 2.129301687433082)
(43.5, 2.1642082724729685)
(44.5, 2.199114857512855)
(44.5, 2.234021442552742)
(44.5, 2.2689280275926285)
(45.5, 2.303834612632515)
(45.5, 2.3387411976724013)
(45.5, 2.3736477827122884)
(45.5, 2.4085543677521746)
(46.5, 2.443460952792061)
(48.5, 2.478367537831948)
(52.5, 2.5132741228718345)
(53.5, 2.548180707911721)
(53.5, 2.5830872929516078)
(52.5, 2.6179938779914944)
(52.5, 2.6529004630313806)
(51.5, 2.6878070480712677)
(51.5, 2.722713633111154)
(51.5, 2.7576202181510405)
(50.5, 2.792526803190927)
(50.5, 2.827433388230814)
(51.5, 2.8623399732707)
(50.5, 2.897246558310587)
(50.5, 2.9321531433504737)
(50.5, 2.9670597283903604)
(50.5, 3.0019663134302466)
(50.5, 3.036872898470133)
(50.5, 3.07177948351002)
(50.5, 3.106686068549907)
(50.5, 3.141592653589793)
(50.5, 3.1764992386296798)
(50.5, 3.211405823669566)
(50.5, 3.2463124087094526)
(50.5, 3.2812189937493397)
(50.5, 3.3161255787892263)
(50.5, 3.3510321638291125)
(50.5, 3.385938748868999)
(50.5, 3.420845333908886)
(51.5, 3.455751918948773)
(51.5, 3.490658503988659)
(51.5, 3.5255650890285457)
(51.5, 3.560471674068432)
(52.5, 3.5953782591083185)
(52.5, 3.6302848441482056)
(52.5, 3.6651914291880923)
(53.5, 3.7000980142279785)
(54.5, 3.735004599267865)
(54.5, 3.7699111843077517)
(55.5, 3.804817769347638)
(257.5, 3.839724354387525)
(257.5, 3.8746309394274117)
(257.5, 3.9095375244672983)
(257.5, 3.9444441095071845)
(257.5, 3.979350694547071)
(257.5, 4.014257279586958)
(257.5, 4.049163864626845)
(172.5, 4.084070449666731)
(171.5, 4.118977034706617)
(169.5, 4.153883619746504)
(169.5, 4.1887902047863905)
(169.5, 4.223696789826278)
(168.5, 4.258603374866164)
(168.5, 4.293509959906051)
(168.5, 4.328416544945937)
(167.5, 4.363323129985823)
(167.5, 4.39822971502571)
(167.5, 4.4331363000655974)
(167.5, 4.468042885105484)
(167.5, 4.50294947014537)
(167.5, 4.537856055185257)
(167.5, 4.572762640225144)
(167.5, 4.60766922526503)
(167.5, 4.642575810304916)
(167.5, 4.677482395344803)
(167.5, 4.71238898038469)
(167.5, 4.747295565424577)
(167.5, 4.782202150464463)
(167.5, 4.817108735504349)
(167.5, 4.852015320544236)
(167.5, 4.886921905584122)
(168.5, 4.921828490624009)
(168.5, 4.956735075663896)
(168.5, 4.991641660703783)
(168.5, 5.026548245743669)
(168.5, 5.061454830783555)
(168.5, 5.096361415823442)
(168.5, 5.131268000863329)
(169.5, 5.1661745859032155)
(170.5, 5.201081170943102)
(171.5, 5.235987755982989)
(257.5, 5.270894341022875)
(257.5, 5.305800926062761)
(257.5, 5.340707511102648)
(257.5, 5.375614096142535)
(257.5, 5.410520681182422)
(36.5, 5.445427266222308)
(35.5, 5.480333851262194)
(35.5, 5.515240436302081)
(35.5, 5.550147021341968)
(35.5, 5.585053606381854)
(34.5, 5.6199601914217405)
(33.5, 5.654866776461628)
(33.5, 5.689773361501514)
(33.5, 5.7246799465414)
(32.5, 5.759586531581287)
(32.5, 5.794493116621174)
(32.5, 5.829399701661061)
(32.5, 5.8643062867009474)
(31.5, 5.899212871740834)
(31.5, 5.934119456780721)
(31.5, 5.969026041820607)
(31.5, 6.003932626860493)
(31.5, 6.03883921190038)
(31.5, 6.073745796940266)
(31.5, 6.108652381980153)
(31.5, 6.14355896702004)
(31.5, 6.178465552059927)
(31.5, 6.213372137099814)
(31.5, 6.2482787221397)
